번호,상호,영업표지,대표자,등록번호,업종
317,(주)에스이엠,마시그래이,정영주,20140599,커피
318,르돌치일구사육(주),LEDOLCI1946,방문수,20160475,커피
319,해쉬커피오거리점,디알해쉬커피,손보영,20190612,커피
320,(주)브라더푸드,줄리앙 와플,"김형준, 권민준",20160137,커피
321,(주)루프트,루프트커피(LUFT COFFEE),공정환,20181252,커피
322,(주)더블유컴퍼니,W COFFEE COMPANY,김승완,20190560,커피
323,(주)카페데베르,카페데베르,김소연,20090100193,커피
324,휘드카페,휘드카페,장종석,20181319,커피
325,(주)편안,카페아이엠티,이태경,20120100447,커피
326,(주)로반스윗,로반스윗,배영윤,20190516,커피
327,(주)청호휘카페,휘카페(Whicafe),한정우,20180739,커피
328,(주)봄봄,봄봄테이크아웃(봄봄TAKE-OUT),이승은,20150189,커피
329,블루빈컴퍼니(주),라떼킹(latteking),김태준,20110100073,커피
330,"예스유캔에프앤비(Yes,youcanF&B)(캔카페)",캔카페,이상욱,20190494,커피
331,(주)띵크커피코리아,띵크커피,박순원,20120100434,커피
332,(주)더바움코리아,더바움(The BAUM),신철호,20180438,커피
333,(주)디앤지에프씨,씨이십칠(C27),김동관,20160732,커피
334,알엠컴퍼니(R.MCOMPANY),알엠커피(R.M COFFEE),"박정란,홍다교",20190189,커피
335,(주)만파식적,아비아채,주은석,20180927,커피
336,(주)디자인포비,"지브릭커피(G,BRICK COFFEE)",이대성,20141209,커피
337,애니데이,애니데이,송태미,20120100630,커피
338,카페에스파니,카페에스파니,김성호,20120100368,커피
339,㈜아임일리터,아임일리터,임시훈,20190249,커피
340,재영홀딩스,컬러인커피,최재영,20190210,커피
341,커피디렉터,커피디렉터,윤영대,20190191,커피
342,날쌘카페(주),날쌘카페,"안지현, 김병민",20190306,커피
